Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
78,89,64,100,91,67,54,67,57,78,68,54,62,63,75,72,71.2,1,Weak,Scientific Research,الطب والجراحة
96,66,90,75,60,82,65,64,62,54,51,56,58,73,52,79,65.75,1,Average,Robotics,الهندسة الكهربائية
81,59,84,61,86,98,92,70,80,86,77,78,74,79,65,82,83.13,2,Good,Cybersecurity,الذكاء الاصطناعي
91,70,92,87,90,83,91,57,84,89,80,68,53,70,68,87,84.44,2,Good,Data Analysis,علوم الحاسب
86,90,77,92,88,58,59,54,56,73,60,74,72,53,67,55,70.69,2,Average,Scientific Research,الكيمياء
59,87,72,93,85,87,55,60,70,57,54,87,70,61,85,84,76.86,1,Average,Healthcare,الأحياء
76,81,69,98,81,57,75,80,78,61,50,61,53,74,72,87,75.84,3,Excellent,Scientific Research,الكيمياء
69,97,83,87,88,66,76,79,70,83,65,56,49,87,64,64,75.8,1,Average,Scientific Research,الأحياء
94,87,54,89,78,75,58,83,80,73,70,58,62,77,56,59,69.09,3,Average,Scientific Research,الطب والجراحة
94,65,76,56,78,98,99,70,76,63,81,64,77,58,52,74,78.85,1,Average,Data Analysis,علوم الحاسب
100,54,95,56,94,89,87,56,65,85,58,68,69,85,83,52,75.42,3,Good,AI,الذكاء الاصطناعي
95,78,78,73,91,58,81,55,78,59,89,72,67,67,91,86,75.53,2,Average,Cybersecurity,المحاسبة
99,53,95,43,90,57,78,62,74,86,80,59,72,56,90,59,72.53,3,Good,Scientific Research,الرياضيات
93,55,79,78,87,76,92,65,65,75,82,84,52,75,53,82,70.61,1,Excellent,Scientific Research,الفيزياء
100,90,85,61,85,81,88,67,80,80,68,50,86,75,85,75,83.29,2,Good,Engineering,الهندسة المعمارية
95,69,76,78,91,75,96,71,87,76,53,79,79,63,61,81,80.96,1,Average,AI,هندسة البرمجيات
81,88,75,88,94,68,86,93,71,62,56,82,63,74,66,66,76.85,3,Average,Law,القانون
73,76,68,69,71,56,95,86,99,58,73,77,93,52,67,65,70.3,1,Good,Islamic Studies,الشريعة
82,87,63,83,84,61,90,75,67,88,58,55,62,78,65,54,75.41,3,Average,Scientific Research,الكيمياء
94,52,93,90,43,87,90,59,52,53,50,66,60,65,82,59,67.8,3,Weak,Engineering,الهندسة الصناعية
85,66,90,77,90,53,94,65,71,54,79,93,57,75,94,73,79.89,1,Good,Business,التسويق
90,57,94,91,72,67,80,83,51,83,74,80,69,50,84,89,77.54,2,Good,Engineering,الهندسة الميكانيكية
74,62,73,56,79,76,92,90,54,56,89,78,73,71,79,71,74.9,1,Good,Law,القانون
85,72,79,73,86,54,82,93,92,58,88,61,76,66,90,82,73.17,2,Excellent,Islamic Studies,الشريعة
85,54,84,80,76,77,90,87,62,71,73,61,79,60,81,85,75.64,3,Excellent,Scientific Research,الرياضيات
78,72,52,82,100,86,80,88,61,71,55,60,72,69,75,75,75.15,3,Good,Cybersecurity,تقنية المعلومات
87,77,70,77,81,94,94,64,81,85,69,89,68,61,80,74,76.1,1,Good,Cybersecurity,الأمن السيبراني
85,80,87,92,93,56,83,83,81,71,82,73,87,77,85,63,78.51,3,Good,Scientific Research,الطب والجراحة
97,70,79,60,58,66,64,58,84,61,83,89,58,51,76,54,73.73,1,Weak,Robotics,الرياضيات
98,57,97,94,87,83,95,81,86,50,68,71,68,69,51,60,76.04,2,Good,Scientific Research,الفيزياء
87,52,91,82,80,95,88,68,52,83,74,61,77,61,66,73,73.58,1,Excellent,AI,الذكاء الاصطناعي
88,71,86,66,87,93,97,76,49,67,74,75,50,55,76,55,70.46,1,Excellent,Programming,هندسة البرمجيات
72,62,55,52,89,83,87,79,95,45,71,57,90,72,65,59,67.49,3,Good,Islamic Studies,الشريعة
76,100,51,90,76,84,54,69,64,73,87,68,65,56,67,66,74.54,3,Excellent,Scientific Research,الأحياء
89,69,97,72,60,82,83,75,73,64,89,59,67,57,80,81,75.8,3,Good,Engineering,الهندسة الكهربائية
83,74,65,67,87,61,80,55,70,72,61,92,52,55,94,58,75.24,3,Good,Marketing,التسويق
88,50,90,68,78,87,95,78,87,72,81,72,82,86,57,83,74.42,2,Weak,Programming,علوم الحاسب
99,52,83,63,90,89,95,89,57,81,46,70,79,54,56,53,75.15,3,Good,Programming,هندسة البرمجيات
100,80,87,51,79,91,97,75,75,52,73,64,51,82,66,85,76.93,1,Excellent,AI,علوم الحاسب
86,65,67,78,85,98,85,75,90,63,53,57,79,57,78,79,79.38,2,Good,Programming,تقنية المعلومات
92,79,89,64,77,87,92,83,51,40,85,82,81,61,71,76,78.76,2,Good,Data Analysis,علوم الحاسب
85,51,87,95,60,79,76,78,75,89,87,85,63,71,89,84,79.35,3,Good,Engineering,الهندسة الميكانيكية
100,54,82,69,92,86,89,71,89,74,67,79,59,77,85,82,81.69,3,Excellent,Data Analysis,الذكاء الاصطناعي
89,86,95,83,58,77,85,70,53,63,77,62,64,71,54,78,71.52,2,Excellent,AI,الهندسة الميكانيكية
84,73,85,84,89,88,96,82,79,76,67,70,79,69,64,75,79.34,2,Good,Law,هندسة البرمجيات
85,51,88,75,82,81,91,73,51,55,89,61,56,59,57,65,73.3,1,Weak,Programming,الأمن السيبراني
67,78,50,69,80,97,79,51,76,73,69,88,68,80,98,74,70.42,2,Average,Business,نظم المعلومات الإدارية
94,48,76,87,50,62,92,58,72,87,66,90,71,72,53,83,68.62,1,Excellent,Scientific Research,الرياضيات
81,84,65,67,89,79,93,78,81,88,67,76,65,76,93,73,81.43,1,Good,Business,إدارة الأعمال
92,51,92,58,94,93,91,68,52,73,70,88,77,80,87,89,74.51,1,Average,AI,الذكاء الاصطناعي
97,81,87,48,59,85,95,71,76,59,50,71,78,90,75,67,76.64,2,Excellent,Scientific Research,الرياضيات
99,52,100,89,77,70,88,63,59,53,84,60,52,50,51,65,69.03,2,Excellent,Engineering,الهندسة المعمارية
98,76,89,85,94,97,88,74,78,78,57,70,85,88,55,79,79.04,3,Good,Marketing,الذكاء الاصطناعي
94,62,79,51,76,90,88,81,53,58,65,61,65,57,66,75,69.32,1,Average,Healthcare,علوم الحاسب
90,81,85,58,82,97,76,60,66,84,51,71,84,76,70,56,73.98,3,Weak,Programming,هندسة الحاسب
91,61,94,82,87,83,86,73,47,90,87,85,59,73,54,62,74.43,2,Weak,Engineering,الهندسة الميكانيكية
74,76,79,66,93,60,91,51,65,51,60,87,77,90,96,57,71.75,3,Average,Business,إدارة الأعمال
61,60,73,86,69,59,78,89,90,58,58,78,88,52,84,63,70.63,1,Average,Islamic Studies,الشريعة
99,68,85,66,78,99,90,56,54,67,73,62,79,56,66,82,73.72,1,Weak,Law,الذكاء الاصطناعي
81,77,54,72,80,79,92,54,88,73,82,67,73,50,78,89,77.22,3,Average,Data Analysis,علم البيانات
94,87,84,86,89,52,69,60,82,68,65,59,90,66,82,77,78.49,3,Average,Scientific Research,الصيدلة
76,88,70,77,89,78,70,84,73,82,74,52,77,78,65,62,71.55,1,Average,Scientific Research,الأحياء
83,58,88,84,86,92,91,72,56,51,57,57,89,80,70,74,70.67,3,Average,Law,علوم الحاسب
82,52,57,64,92,97,91,64,61,82,70,58,87,84,79,80,77.69,1,Average,Cybersecurity,تقنية المعلومات
70,69,54,64,77,90,87,94,99,72,88,89,91,74,63,72,79.64,2,Average,Islamic Studies,الشريعة
63,74,90,60,87,68,93,87,56,82,67,75,54,80,75,86,77.85,2,Good,Law,القانون
86,78,91,84,73,70,89,61,55,84,87,62,54,57,50,63,70.49,3,Good,Cybersecurity,الفيزياء
91,52,87,52,87,63,95,73,58,56,80,74,88,59,51,87,68.36,3,Average,Architecture,الهندسة المعمارية
55,60,89,59,93,93,84,51,70,59,87,67,78,56,96,52,71.56,1,Average,Cybersecurity,نظم المعلومات الإدارية
64,85,65,76,95,65,83,59,77,76,81,76,80,80,85,73,81.02,3,Good,Healthcare,إدارة الأعمال
94,72,100,86,86,61,89,60,65,83,59,54,87,75,58,55,75.77,2,Good,Scientific Research,الفيزياء
87,64,94,75,80,50,92,50,90,61,70,81,68,80,86,58,71.46,3,Excellent,Engineering,الهندسة الميكانيكية
76,91,72,98,89,62,79,53,56,72,54,63,52,60,88,88,70.97,3,Average,Scientific Research,الكيمياء
58,79,56,55,98,72,81,57,62,67,72,87,63,52,85,88,71.65,2,Excellent,Cybersecurity,إدارة الأعمال
92,69,95,87,61,85,85,60,79,55,52,67,63,69,81,76,71.21,1,Weak,Robotics,الهندسة الميكانيكية
50,99,57,98,86,80,84,68,54,46,54,88,68,71,75,54,73.9,1,Average,Healthcare,طب الأسنان
97,52,76,51,78,98,90,50,70,52,76,67,51,63,57,83,70.16,2,Average,Islamic Studies,الأمن السيبراني
50,85,69,73,76,85,85,74,61,84,54,78,72,77,93,77,73.97,3,Average,Programming,نظم المعلومات الإدارية
90,76,86,87,72,54,85,74,78,87,71,80,87,62,56,57,71.43,1,Weak,Engineering,الهندسة المعمارية
82,82,86,62,92,87,79,64,62,61,53,78,80,75,89,60,71.26,2,Average,Programming,تقنية المعلومات
91,94,81,99,92,69,67,61,63,62,82,59,83,63,53,62,76.13,3,Good,Healthcare,الصيدلة
61,79,88,74,78,88,92,81,89,86,54,56,55,85,89,83,80.22,1,Excellent,Programming,نظم المعلومات الإدارية
86,86,86,67,79,94,86,85,61,75,55,82,52,53,77,77,72.51,1,Good,Cybersecurity,الأمن السيبراني
97,61,77,75,94,53,84,75,89,77,52,62,56,87,95,57,72.36,1,Weak,Accounting,المحاسبة
95,55,93,55,95,100,93,84,86,62,48,77,80,86,76,68,75.02,1,Average,AI,الذكاء الاصطناعي
88,51,67,56,88,90,80,62,60,60,52,60,87,55,80,50,65.6,1,Excellent,Programming,تقنية المعلومات
51,97,69,92,88,87,58,80,51,57,53,82,50,85,52,66,65.6,1,Good,Scientific Research,الأحياء
91,68,69,58,92,73,86,54,88,77,65,61,82,64,99,60,79.7,1,Good,Business,المحاسبة
87,85,90,87,76,51,88,85,68,71,75,95,85,69,77,69,82.41,2,Excellent,Law,القانون
74,84,71,60,53,73,95,87,81,57,73,69,96,54,83,78,79.46,1,Good,Islamic Studies,الشريعة
70,96,73,86,95,76,65,63,72,51,81,66,50,52,55,84,71.45,3,Excellent,Healthcare,الأحياء
85,99,81,90,79,79,78,66,86,52,52,64,58,69,56,52,70.18,1,Average,Healthcare,طب الأسنان
99,61,95,75,82,98,78,89,77,63,65,67,89,84,79,89,85.17,3,Excellent,Programming,هندسة الحاسب
73,88,87,60,82,74,80,54,78,89,87,99,84,54,75,85,80.5,2,Good,Healthcare,الصحة العامة
85,86,88,63,91,100,88,85,72,66,72,61,56,63,87,73,73.6,2,Weak,Data Analysis,الذكاء الاصطناعي
93,62,91,81,75,58,82,58,81,83,56,63,76,70,85,75,78.92,2,Excellent,Engineering,الهندسة الميكانيكية
100,52,50,57,88,81,94,86,77,66,63,85,78,50,67,89,78.82,1,Good,Programming,علم البيانات
71,85,63,53,81,65,85,91,85,88,65,87,56,76,79,81,73.29,2,Excellent,AI,القانون
86,83,89,75,91,91,97,76,82,68,55,85,72,65,88,50,74.16,3,Good,Programming,علوم الحاسب
53,98,80,91,90,78,79,76,47,57,77,71,90,63,71,55,77.09,1,Excellent,Healthcare,التمريض
87,72,89,82,85,94,82,67,72,57,71,62,59,82,83,53,76.61,3,Good,Robotics,هندسة الحاسب
78,81,58,100,89,70,61,84,74,66,70,86,69,50,85,77,77.61,3,Good,Scientific Research,الكيمياء
86,91,56,97,79,68,79,71,76,76,84,89,78,83,64,69,82.78,1,Excellent,Scientific Research,الكيمياء
75,98,88,71,83,59,80,85,84,76,57,92,78,87,87,89,82.72,3,Good,Healthcare,الصحة العامة
100,87,79,89,91,100,87,67,85,75,63,50,74,69,53,81,76.81,1,Excellent,AI,الذكاء الاصطناعي
98,63,90,94,66,64,78,65,50,81,58,42,83,54,53,80,74.46,1,Average,Scientific Research,الفيزياء
69,87,84,75,90,81,54,76,89,74,72,66,65,66,70,66,77.18,1,Good,Healthcare,الأحياء
91,56,82,68,90,95,92,89,67,79,71,61,76,58,84,66,75.29,2,Excellent,Programming,هندسة البرمجيات
92,86,69,77,89,69,93,51,64,62,73,86,60,81,76,62,79.1,1,Average,Business,الهندسة الصناعية
79,100,50,85,76,44,66,67,61,86,65,74,66,55,70,59,65.97,3,Good,Scientific Research,الطب والجراحة
85,87,75,74,58,50,87,81,83,86,80,50,69,63,87,67,77.28,1,Average,Engineering,الهندسة الصناعية
91,90,64,56,75,59,89,66,69,65,85,82,88,60,91,86,77.03,1,Good,Accounting,المحاسبة
99,78,86,85,94,76,97,55,90,79,88,85,77,84,52,78,82.8,3,Good,AI,هندسة البرمجيات
95,89,87,54,53,83,94,59,70,82,73,52,72,73,78,87,78.68,2,Average,Robotics,الهندسة الكهربائية
95,69,92,76,69,84,85,90,51,71,83,73,90,57,82,76,79.12,1,Good,Engineering,الهندسة الصناعية
99,72,75,83,95,85,89,70,67,71,77,87,71,67,83,88,78.61,1,Excellent,Programming,الأمن السيبراني
58,88,62,98,76,87,94,55,72,50,58,51,85,67,58,76,75.32,1,Excellent,Healthcare,طب الأسنان
91,68,59,51,82,51,93,70,70,56,57,66,71,69,93,53,71.23,1,Good,Accounting,المحاسبة
82,88,81,96,93,65,74,87,90,64,83,81,69,57,57,69,78.32,3,Excellent,Healthcare,الصيدلة
86,74,82,53,94,86,91,69,76,63,74,60,60,79,50,85,78.02,1,Good,Cybersecurity,تقنية المعلومات
96,74,80,88,64,86,92,72,54,72,83,71,74,85,95,52,73.62,2,Average,Business,الهندسة الصناعية
57,96,68,54,83,60,79,65,75,83,76,87,66,69,73,70,70.78,3,Good,Healthcare,الصحة العامة
57,66,50,72,93,78,95,90,69,62,79,79,59,87,97,78,80.59,1,Average,Business,إدارة الأعمال
95,87,80,98,89,69,82,69,56,62,61,59,88,73,58,60,69.22,3,Good,Scientific Research,الصيدلة
85,81,69,51,89,81,87,71,64,73,67,81,88,52,87,100,75.26,1,Average,AI,علم البيانات
90,67,87,85,93,92,88,60,71,52,62,63,71,40,61,83,76.49,3,Average,AI,علوم الحاسب
88,83,92,87,82,63,84,86,66,53,68,66,72,67,65,69,72.04,2,Weak,Architecture,الهندسة المعمارية
51,70,87,75,87,83,91,53,59,82,65,64,60,79,90,81,74.96,2,Good,Programming,نظم المعلومات الإدارية
97,83,82,56,88,80,99,80,65,67,77,82,67,63,78,67,74.11,1,Average,Engineering,الهندسة الصناعية
64,90,72,94,93,75,77,57,58,66,87,83,86,87,61,80,76.49,3,Excellent,Healthcare,التمريض
53,77,66,64,80,91,92,80,51,89,90,82,79,61,96,53,77.73,3,Good,Business,نظم المعلومات الإدارية
87,80,78,50,82,85,100,90,53,69,82,56,90,58,67,84,74.55,3,Average,Data Analysis,الذكاء الاصطناعي
75,77,65,78,86,51,95,66,51,87,52,73,86,71,66,80,69.87,3,Average,Healthcare,التمريض
78,94,80,85,83,61,50,70,66,78,89,56,79,70,57,54,74.5,1,Good,Engineering,الطب والجراحة
97,56,92,50,86,97,99,50,86,59,88,65,60,86,51,88,74.54,2,Weak,Cybersecurity,الذكاء الاصطناعي
85,66,93,54,53,82,87,71,65,90,89,71,62,68,52,57,76.38,3,Good,Robotics,الهندسة الكهربائية
74,95,78,89,75,51,72,81,53,76,66,73,70,79,80,72,72.72,2,Weak,Healthcare,الطب والجراحة
88,77,87,40,88,93,93,50,64,76,79,54,61,75,52,52,72.96,1,Excellent,Business,هندسة الحاسب
87,61,76,67,87,94,84,50,50,56,88,65,51,83,66,76,68.84,1,Average,Programming,تقنية المعلومات
61,89,52,98,88,58,88,81,52,88,76,48,87,62,90,66,77.81,2,Excellent,Law,طب الأسنان
86,92,57,95,95,52,94,73,88,54,60,79,52,82,70,86,71.66,3,Good,Cybersecurity,التمريض
69,86,61,80,89,58,83,76,49,83,54,50,90,74,78,84,77.28,1,Excellent,Business,التمريض
67,87,57,95,87,62,85,89,59,88,74,67,68,60,77,49,74.01,1,Good,Healthcare,طب الأسنان
90,59,93,89,84,54,91,51,61,61,89,58,68,74,89,53,75.19,3,Average,Engineering,الهندسة المعمارية
93,84,56,70,86,69,90,74,75,83,70,52,69,81,91,83,74.55,3,Average,Accounting,المحاسبة
88,89,82,91,88,86,66,77,55,71,68,90,68,66,40,59,77.73,1,Excellent,Healthcare,الصيدلة
70,72,79,67,84,88,93,68,87,74,68,78,76,70,100,78,81.69,3,Good,Programming,نظم المعلومات الإدارية
84,94,59,100,90,62,85,50,69,72,84,69,77,69,50,79,73.04,3,Weak,Islamic Studies,الطب والجراحة
87,85,85,90,48,79,95,74,87,53,57,84,87,88,69,68,75.81,1,Good,Architecture,الفيزياء
89,79,75,84,84,86,97,84,79,80,87,64,70,68,77,87,84.21,3,Good,Cybersecurity,الأمن السيبراني
93,65,91,82,66,70,88,82,85,66,52,80,80,52,81,68,77.25,2,Average,Scientific Research,الفيزياء
91,86,86,74,83,91,87,65,87,79,60,79,63,71,58,61,76.14,3,Average,AI,الذكاء الاصطناعي
89,74,77,65,75,98,87,75,54,58,59,80,60,82,76,78,73.23,3,Average,AI,علوم الحاسب
93,76,90,73,71,82,79,62,58,87,78,88,57,78,89,62,72.64,3,Good,Law,الرياضيات
65,86,68,76,93,51,82,73,68,84,86,83,86,59,55,59,69.7,2,Excellent,Scientific Research,التمريض
90,65,84,62,92,91,98,89,88,71,55,62,82,52,54,65,79.37,1,Average,Cybersecurity,الأمن السيبراني
69,98,71,92,88,60,84,82,54,87,58,73,89,68,57,87,79.06,1,Good,Accounting,طب الأسنان
65,76,56,86,53,81,78,88,85,88,88,60,85,71,78,71,72.51,2,Average,Islamic Studies,الشريعة
88,84,94,90,77,83,78,52,84,58,85,58,64,73,89,60,72.81,1,Weak,Programming,هندسة الحاسب
92,58,96,84,74,77,78,86,63,54,55,66,66,76,57,40,72.0,1,Excellent,Scientific Research,الفيزياء
59,81,68,52,83,98,68,78,90,90,71,67,60,70,100,81,75.64,3,Average,Business,نظم المعلومات الإدارية
89,90,78,90,83,62,57,56,64,68,66,71,57,55,58,75,68.41,2,Good,Scientific Research,الطب والجراحة
80,54,80,52,98,88,86,60,64,84,89,57,88,77,82,55,72.28,2,Good,Programming,تقنية المعلومات
84,86,76,85,81,57,56,83,50,87,87,89,80,78,72,80,79.53,1,Good,Healthcare,الطب والجراحة
78,92,76,95,77,60,59,60,70,70,50,57,83,54,55,51,71.25,2,Excellent,Scientific Research,الطب والجراحة
62,50,52,86,82,67,94,94,58,77,78,84,69,70,77,59,76.08,2,Good,Law,القانون
94,60,96,88,78,55,81,88,80,83,89,80,52,60,88,66,77.56,1,Excellent,Engineering,الهندسة الميكانيكية
93,86,61,89,85,82,67,65,90,85,52,79,82,89,65,68,76.87,1,Good,Islamic Studies,الصيدلة
65,85,62,86,85,69,94,67,68,55,68,54,77,74,41,87,70.56,1,Good,Architecture,التمريض
91,83,52,89,67,71,54,63,86,58,51,85,60,77,86,71,68.01,1,Weak,Scientific Research,الكيمياء
100,55,86,93,55,60,91,72,70,74,73,72,53,56,75,75,76.42,1,Good,Law,الهندسة الميكانيكية
75,97,56,96,84,44,63,53,59,53,52,79,57,64,53,54,63.9,3,Weak,Healthcare,الطب والجراحة
92,81,88,93,54,54,87,56,61,60,52,50,89,56,74,71,66.0,3,Weak,Healthcare,الفيزياء
87,88,66,79,85,86,82,74,76,62,85,88,57,58,77,52,75.36,2,Excellent,Healthcare,الصحة العامة
89,91,50,68,79,65,88,50,74,68,58,88,50,68,87,55,70.7,3,Average,Healthcare,الصحة العامة
58,77,78,67,81,45,87,98,55,70,66,94,53,69,59,82,76.65,1,Average,Law,القانون
88,85,75,88,56,89,98,79,84,59,59,81,44,66,78,77,80.15,1,Good,Business,الهندسة الصناعية
96,56,85,58,92,97,95,89,77,75,69,42,59,81,71,79,78.78,3,Average,AI,علوم الحاسب
86,75,51,74,81,62,86,78,83,86,69,61,54,86,89,67,76.53,2,Average,Scientific Research,الكيمياء
82,83,76,79,89,92,83,66,66,59,81,65,48,60,85,58,70.35,2,Weak,Programming,نظم المعلومات الإدارية
60,84,81,83,91,60,80,63,52,55,83,89,70,54,98,79,73.01,3,Good,Business,إدارة الأعمال
84,63,78,55,98,87,91,73,85,82,77,58,87,75,75,89,77.97,1,Good,AI,هندسة البرمجيات
87,90,91,66,78,92,88,67,78,65,54,65,69,80,67,79,75.4,2,Excellent,Programming,هندسة الحاسب
94,83,95,54,82,64,90,59,64,58,81,85,63,61,69,74,68.79,1,Average,Architecture,الهندسة المعمارية
88,68,54,51,81,68,90,89,58,53,40,84,63,54,71,73,68.91,2,Good,Robotics,القانون
85,57,90,71,90,53,91,56,74,82,51,73,71,85,76,72,74.15,3,Good,Business,الهندسة الصناعية
73,96,79,85,88,77,84,90,79,76,70,61,73,74,67,61,80.39,1,Average,Healthcare,التمريض
56,87,58,82,89,54,77,60,50,63,65,78,65,55,72,47,69.84,3,Average,Healthcare,التمريض
81,93,61,92,89,61,79,54,85,60,87,87,72,61,66,57,74.27,1,Weak,Healthcare,التمريض
85,85,76,89,92,50,90,53,51,69,59,64,55,44,63,64,64.14,3,Good,Scientific Research,الصيدلة
90,82,80,79,89,92,88,78,67,66,76,51,82,55,77,72,73.13,3,Weak,Cybersecurity,الأمن السيبراني
80,64,86,69,60,76,86,89,85,61,64,53,86,54,51,71,71.18,3,Excellent,Robotics,الهندسة الكهربائية
66,94,67,93,88,52,84,61,53,61,68,56,70,54,89,80,72.03,1,Good,Scientific Research,الأحياء
97,75,89,76,85,84,85,59,72,68,67,79,90,61,69,69,75.71,3,Average,Robotics,الهندسة الكهربائية
95,70,92,66,86,97,96,66,54,61,57,68,69,84,55,60,77.7,1,Good,Cybersecurity,الأمن السيبراني
90,61,90,66,84,88,95,87,52,50,61,87,62,60,63,84,75.19,3,Excellent,Programming,الأمن السيبراني
74,85,68,78,82,79,87,73,90,65,69,73,65,62,53,73,70.02,2,Weak,Accounting,الأحياء
85,86,78,89,77,57,89,74,66,90,69,83,53,72,86,64,80.55,1,Good,Law,الأحياء
43,52,88,75,93,96,91,70,70,53,69,52,78,61,94,90,70.57,2,Average,Programming,نظم المعلومات الإدارية
85,77,77,55,98,84,92,65,65,75,65,58,51,66,90,69,69.84,3,Excellent,Programming,هندسة البرمجيات
90,66,90,86,50,69,77,58,89,82,81,51,76,76,85,75,77.87,3,Average,Engineering,الهندسة الميكانيكية
80,74,62,76,70,89,95,91,87,85,60,82,90,56,72,88,81.8,3,Excellent,Islamic Studies,الشريعة
62,96,51,78,88,40,76,65,63,53,63,90,79,60,73,54,64.2,3,Good,Healthcare,الأحياء
91,81,71,94,59,74,68,78,56,60,52,61,64,60,71,51,65.88,2,Good,Scientific Research,الكيمياء
95,95,77,85,76,50,53,52,83,70,73,56,83,52,63,80,73.6,1,Good,Scientific Research,الصيدلة
